rank,ticker,crossings,hits,hit_rate,avg_return_30d,avg_return_60d,avg_return_90d,market_cap,sector,in_preferred,hr_pre-covi,hr_covid+re,hr_ai_cycle
238,ONDS,4,4,1.0,0.7873,1.4872,3.2776,4190356985,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,False,,,1.0
239,OR,3,3,1.0,0.1107,0.2601,0.3728,8025117217,,False,,,1.0
240,ORKA,9,9,1.0,0.2382,0.3874,0.5791,1559261362,PHARMACEUTICAL PREPARATIONS,False,,,1.0
241,ORLA,3,3,1.0,0.0569,0.157,0.1811,5910795265,,False,,,1.0
242,UAMY,3,3,1.0,0.2355,0.4453,1.6712,1067071302,PRIMARY SMELTING & REFINING OF NONFERROUS METALS,False,,,1.0
243,PAAS,6,6,1.0,0.0746,0.1816,0.2499,24449182710,,False,,,1.0
244,PARR,5,5,1.0,0.2419,0.5615,0.8711,2155474102,CRUDE PETROLEUM & NATURAL GAS,False,,,1.0
245,PBF,6,6,1.0,0.2022,0.2541,0.3795,4038652155,PETROLEUM REFINING,False,,,1.0
246,PKX,4,4,1.0,0.1433,0.1589,0.1792,19848942071,,False,,,1.0
247,PL,4,4,1.0,0.5013,0.6905,0.7012,7647238338,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,False,,,1.0
248,PLSE,3,3,1.0,0.1551,0.1847,0.1847,1559331969,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,False,,,1.0
249,PONY,3,3,1.0,0.628,0.8214,0.8214,6099929650,,False,,,1.0
250,PPTA,5,5,1.0,0.1508,0.2965,0.4681,3521248369,GOLD AND SILVER ORES,False,,,1.0
251,PRAX,5,5,1.0,0.6772,0.7675,1.1321,8800163487,PHARMACEUTICAL PREPARATIONS,False,,,1.0
252,PRIM,4,4,1.0,0.1518,0.3248,0.4819,8998007412,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",False,,,1.0
253,PRM,4,4,1.0,0.1619,0.2703,0.3987,3878559833,CHEMICALS & ALLIED PRODUCTS,False,,,1.0
254,PSMT,3,3,1.0,0.0718,0.1024,0.1511,4797344118,RETAIL-VARIETY STORES,False,,,1.0
255,QBTS,7,7,1.0,0.3906,0.7119,1.311,7274539282,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,False,,,1.0
256,QGEN,5,5,1.0,0.0508,0.0822,0.1681,10388238229,,False,,,1.0
257,QRVO,3,3,1.0,0.0647,0.1661,0.1998,7828067534,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
258,QUBT,3,3,1.0,0.5312,0.7806,1.1132,1898324384,SERVICES-PREPACKAGED SOFTWARE,False,,,1.0
259,RCAT,5,5,1.0,0.2496,0.4309,0.5331,1357249850,SERVICES-PREPACKAGED SOFTWARE,False,,,1.0
260,REAL,4,4,1.0,0.2667,0.4765,0.59,1336018598,RETAIL-MISCELLANEOUS RETAIL,False,,,1.0
261,REX,3,3,1.0,0.092,0.1223,0.248,1092544106,INDUSTRIAL ORGANIC CHEMICALS,False,,,1.0
262,REZI,4,4,1.0,0.1602,0.4335,0.6773,5364286443,WHOLESALE-HARDWARE,False,,,1.0
263,RGC,4,4,1.0,5.6887,12.4522,49.951,15437943707,,False,,,1.0
264,RGLD,4,4,1.0,0.0744,0.1934,0.2313,24146285824,MINERAL ROYALTY TRADERS,False,,,1.0
265,RGTI,8,8,1.0,0.4486,0.7134,1.4619,5310119595,SERVICES-COMPUTER PROGRAMMING SERVICES,False,,,1.0
266,RHLD,4,4,1.0,0.2994,0.7696,1.1273,1584784382,FINANCE SERVICES,False,,,1.0
267,RIOT,3,3,1.0,0.3073,0.5673,0.6656,5658905370,FINANCE SERVICES,False,,,1.0
268,RIVN,4,4,1.0,0.156,0.3014,0.3416,22002748958,MOTOR VEHICLES & PASSENGER CAR BODIES,False,,,1.0
269,RKLB,6,6,1.0,0.3302,0.51,0.861,36023503097,GUIDED MISSILES & SPACE VEHICLES & PARTS,False,,,1.0
270,RL,3,3,1.0,0.0784,0.1279,0.172,22348832951,Consumer Discretionary,False,,,1.0
271,RLAY,7,7,1.0,0.134,0.2163,0.5072,1547768898,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,1.0
272,RMBS,4,4,1.0,0.1084,0.2368,0.4005,10974931059,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
273,RNA,5,5,1.0,0.1862,0.2341,0.328,11256875329,PHARMACEUTICAL PREPARATIONS,False,,,1.0
274,ROST,3,3,1.0,0.0747,0.1562,0.1892,63569866149,Consumer Discretionary,False,,,1.0
275,RTX,3,3,1.0,0.0271,0.0563,0.1293,268538072460,Aerospace & Defense,False,,,1.0
276,RXRX,4,4,1.0,0.1322,0.1764,0.2253,1816395645,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,1.0
277,SA,7,7,1.0,0.1712,0.3584,0.4982,3623904634,,False,,,1.0
278,SAN,4,4,1.0,0.0823,0.1372,0.1998,174081080000,,False,,,1.0
279,SANA,3,3,1.0,0.449,0.8643,1.3318,1025509562,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,1.0
280,SANM,5,5,1.0,0.1744,0.1972,0.2711,7961938719,PRINTED CIRCUIT BOARDS,False,,,1.0
281,SRRK,4,4,1.0,0.1155,0.164,0.232,4690302872,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,1.0
282,SBS,5,5,1.0,0.0644,0.1179,0.1589,20516429504,,False,,,1.0
283,SBSW,5,5,1.0,0.2227,0.4619,0.7348,12192668489,,False,,,1.0
284,SE,3,3,1.0,0.0987,0.1789,0.1933,63192207755,,False,,,1.0
285,SEB,4,4,1.0,0.1694,0.251,0.3377,5147117910,WHOLESALE-FARM PRODUCT RAW MATERIALS,False,,,1.0
286,SEPN,5,5,1.0,0.2812,0.4853,0.8166,1231290280,PHARMACEUTICAL PREPARATIONS,False,,,1.0
287,SHLS,8,8,1.0,0.2707,0.4635,0.5857,1714057400,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
288,SII,3,3,1.0,0.1576,0.2946,0.3588,3176351260,,False,,,1.0
289,SIMO,4,4,1.0,0.1361,0.2174,0.3437,4631294547,,False,,,1.0
290,SION,6,6,1.0,0.3478,0.494,0.7825,1674472125,PHARMACEUTICAL PREPARATIONS,False,,,1.0
291,SITM,4,4,1.0,0.1593,0.2698,0.3798,11052013280,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
292,SKE,8,8,1.0,0.0829,0.1855,0.2583,4003345655,,False,,,1.0
293,SKYT,7,7,1.0,0.2169,0.4175,0.7504,1421328889,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
294,SLDE,3,3,1.0,0.1002,0.1549,0.2699,2096768909,"FIRE, MARINE & CASUALTY INSURANCE",False,,,1.0
295,SLF,3,3,1.0,0.0608,0.1262,0.1531,38189569068,,False,,,1.0
296,SMCI,5,5,1.0,0.0899,0.1772,0.2577,18293137131,Technology,False,,,1.0
297,SNDK,3,3,1.0,0.3065,0.6964,2.0792,92459735533,COMPUTER STORAGE DEVICES,False,,,1.0
298,SPHR,5,5,1.0,0.2055,0.3131,0.4869,4107595284,SERVICES-AMUSEMENT & RECREATION SERVICES,False,,,1.0
299,TLK,5,5,1.0,0.0677,0.0973,0.1551,20713909491,,False,,,1.0
300,TMC,4,4,1.0,0.5951,0.8004,1.2796,2518166554,METAL MINING,False,,,1.0
301,TNDM,4,4,1.0,0.1625,0.2963,0.4367,1284854703,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,False,,,1.0
302,ULTA,6,6,1.0,0.0314,0.1039,0.1891,30317108344,Consumer Discretionary,False,,,1.0
303,SSL,4,4,1.0,0.1943,0.2363,0.2688,5074799948,,False,,,1.0
304,STN,3,3,1.0,0.078,0.1635,0.243,9927250574,,False,,,1.0
305,STNE,3,3,1.0,0.2235,0.3225,0.3718,4423100737,,False,,,1.0
306,STOK,3,3,1.0,0.1981,0.4377,0.9553,1822608256,PHARMACEUTICAL PREPARATIONS,False,,,1.0
307,STX,3,3,1.0,0.2712,0.4407,0.7423,92896945811,Technology,False,,,1.0
308,SVM,5,5,1.0,0.1457,0.2089,0.4077,2424858841,,False,,,1.0
309,SVRA,3,3,1.0,0.1679,0.468,0.5177,1139419932,PHARMACEUTICAL PREPARATIONS,False,,,1.0
310,SXI,5,5,1.0,0.066,0.1901,0.231,3154385012,REFRIGERATION & SERVICE INDUSTRY MACHINERY,False,,,1.0
311,SYM,4,4,1.0,0.3921,0.868,1.124,6910148670,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",False,,,1.0
312,SYRE,4,4,1.0,0.167,0.2975,0.3779,2842199721,PHARMACEUTICAL PREPARATIONS,False,,,1.0
313,TAC,3,3,1.0,0.1202,0.2018,0.2941,4029186000,,False,,,1.0
314,TE,5,5,1.0,0.1751,0.6257,1.2224,1299678787,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
315,TER,4,4,1.0,0.14,0.2977,0.5126,49278368621,Semiconductors,False,,,1.0
316,TERN,6,6,1.0,0.3988,1.6333,3.0773,4110315548,PHARMACEUTICAL PREPARATIONS,False,,,1.0
317,TEVA,3,3,1.0,0.1342,0.1863,0.3521,39574422652,PHARMACEUTICAL PREPARATIONS,False,,,1.0
318,TFPM,4,4,1.0,0.0734,0.128,0.1837,7475460902,,False,,,1.0
319,TGB,5,5,1.0,0.2221,0.3296,0.5963,2987936596,,False,,,1.0
320,THC,5,5,1.0,0.1247,0.2355,0.2663,20310223500,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",False,,,1.0
321,TIGO,5,5,1.0,0.1183,0.1773,0.236,10979155349,,False,,,1.0
322,USAR,5,5,1.0,0.3974,0.4465,1.0432,4226958674,METAL MINING,False,,,1.0
323,USAS,8,8,1.0,0.1744,0.4615,0.6929,2431334810,,False,,,1.0
324,UUUU,3,3,1.0,0.3158,0.8125,1.322,4989945157,Nuclear,True,,,1.0
325,TNGX,7,7,1.0,0.4438,0.9015,1.1736,1737334512,PHARMACEUTICAL PREPARATIONS,False,,,1.0
326,TNL,3,3,1.0,0.0519,0.1331,0.1818,4557031223,HOTELS & MOTELS,False,,,1.0
327,TPC,6,6,1.0,0.0622,0.1271,0.3064,4363976339,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,False,,,1.0
328,TPG,4,4,1.0,0.0906,0.1355,0.1625,7583271729,INVESTMENT ADVICE,False,,,1.0
329,TRS,5,5,1.0,0.1309,0.2305,0.3254,1474218487,METAL FORGINGS & STAMPINGS,False,,,1.0
330,TRUP,3,3,1.0,0.0733,0.2012,0.2864,1213522184,HOSPITAL & MEDICAL SERVICE PLANS,False,,,1.0
331,TRVI,5,5,1.0,0.1118,0.2513,0.3544,1333593393,PHARMACEUTICAL PREPARATIONS,False,,,1.0
332,TSEM,7,7,1.0,0.2012,0.4109,0.6324,14476521661,,False,,,1.0
333,TSHA,8,8,1.0,0.2637,0.4243,0.6431,1246333147,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,1.0
334,TSLA,5,5,1.0,0.1934,0.2508,0.2508,1566415207400,Consumer Discretionary,True,,,1.0
335,TSM,4,4,1.0,0.1413,0.2166,0.2835,1900127936629,,True,,,1.0
336,TTI,3,3,1.0,0.1229,0.3379,0.6115,1463189051,CRUDE PETROLEUM & NATURAL GAS,False,,,1.0
337,TTMI,3,3,1.0,0.2155,0.4758,0.7048,9485760555,PRINTED CIRCUIT BOARDS,False,,,1.0
338,UI,4,4,1.0,0.2082,0.3799,0.5334,43578602927,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,False,,,1.0
339,UVV,3,3,1.0,0.0277,0.0854,0.1617,1332410096,WHOLESALE-FARM PRODUCT RAW MATERIALS,False,,,1.0
340,VCEL,3,3,1.0,0.1351,0.1489,0.1489,1818641974,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,1.0
341,VIPS,4,4,1.0,0.0701,0.0983,0.1437,8647220000,,False,,,1.0
342,VIST,3,3,1.0,0.0921,0.1313,0.1313,5643730194,,False,,,1.0
343,VITL,4,4,1.0,0.0859,0.1645,0.2251,1272044113,FOOD AND KINDRED PRODUCTS,False,,,1.0
344,VKTX,3,3,1.0,0.1395,0.2114,0.2683,3351074555,PHARMACEUTICAL PREPARATIONS,False,,,1.0
345,VLO,5,5,1.0,0.0687,0.119,0.1731,61053759421,Energy,False,,,1.0
346,VLRS,3,3,1.0,0.082,0.1614,0.2872,1157042869,,False,,,1.0
347,VRDN,10,10,1.0,0.1365,0.2856,0.4395,2662832023,PHARMACEUTICAL PREPARATIONS,False,,,1.0
348,VRNS,4,4,1.0,0.0853,0.1581,0.1869,2978474331,SERVICES-PREPACKAGED SOFTWARE,False,,,1.0
349,VRT,4,4,1.0,0.1602,0.2591,0.3607,89720314570,"ELECTRONIC COMPONENTS, NEC",True,,,1.0
350,VSAT,5,5,1.0,0.2268,0.5006,0.8788,6635363938,"COMMUNICATIONS SERVICES, NEC",False,,,1.0
351,VTYX,3,3,1.0,0.6222,1.2454,1.5396,1002349567,PHARMACEUTICAL PREPARATIONS,False,,,1.0
352,VYX,3,3,1.0,0.1474,0.2136,0.2478,1314341493,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS),False,,,1.0
353,VZLA,4,4,1.0,0.1665,0.2686,0.4633,1321321701,,False,,,1.0
354,W,4,4,1.0,0.123,0.3221,0.5022,10738554493,RETAIL-CATALOG & MAIL-ORDER HOUSES,False,,,1.0
355,WCC,3,3,1.0,0.1203,0.169,0.2012,14939257233,"WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES",False,,,1.0
356,WDC,5,5,1.0,0.2032,0.4847,0.8469,95466298076,Technology,True,,,1.0
357,WFRD,6,6,1.0,0.0865,0.1427,0.2487,7273598282,OIL & GAS FIELD MACHINERY & EQUIPMENT,False,,,1.0
358,WINA,4,4,1.0,0.124,0.187,0.239,1623514268,RETAIL-MISCELLANEOUS RETAIL,False,,,1.0
359,WULF,4,4,1.0,0.2641,0.7445,0.9515,6807767385,FINANCE SERVICES,False,,,1.0
360,WVE,6,6,1.0,0.0943,0.6995,0.76,2355435633,PHARMACEUTICAL PREPARATIONS,False,,,1.0
361,WWW,4,4,1.0,0.2386,0.4904,0.6793,1443454666,"FOOTWEAR, (NO RUBBER)",False,,,1.0
362,XPRO,4,4,1.0,0.0678,0.1433,0.2426,1854441674,"OIL & GAS FIELD SERVICES, NEC",False,,,1.0
363,YOU,4,4,1.0,0.1265,0.1835,0.1895,3177985362,SERVICES-PREPACKAGED SOFTWARE,False,,,1.0
364,ZBIO,10,10,1.0,0.216,0.4908,0.7844,1417129982,PHARMACEUTICAL PREPARATIONS,False,,,1.0
365,ZYME,7,7,1.0,0.1158,0.2373,0.3635,1703807626,PHARMACEUTICAL PREPARATIONS,False,,,1.0
366,BBD,11,10,0.9091,0.1057,0.1737,0.216,42096507871,,False,,,0.9091
367,CPRI,9,8,0.8889,0.0785,0.1208,0.1778,2433285283,LEATHER & LEATHER PRODUCTS,False,,,0.8889
368,ATAI,8,7,0.875,0.3081,0.4819,0.8285,1296676129,PHARMACEUTICAL PREPARATIONS,False,,,0.875
369,CMPX,8,7,0.875,0.2045,0.3646,0.4993,1116974000,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.875
370,LMND,8,7,0.875,0.2154,0.2511,0.4644,4764850281,"FIRE, MARINE & CASUALTY INSURANCE",False,,,0.875
371,U,8,7,0.875,0.1794,0.2864,0.4704,8085824800,SERVICES-PREPACKAGED SOFTWARE,False,,,0.875
372,POWL,8,7,0.875,0.1616,0.2849,0.3865,7104085514,SWITCHGEAR & SWITCHBOARD APPARATUS,False,,,0.875
373,RCUS,8,7,0.875,0.1162,0.2727,0.4802,2340943901,PHARMACEUTICAL PREPARATIONS,False,,,0.875
374,SOUN,8,7,0.875,0.1526,0.2196,0.3094,3133915123,SERVICES-PREPACKAGED SOFTWARE,False,,,0.875
375,TEM,8,7,0.875,0.1309,0.2065,0.2653,9242282105,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",False,,,0.875
376,TIMB,8,7,0.875,0.0807,0.1505,0.2041,12478403303,,False,,,0.875
377,ASND,7,6,0.8571,0.0561,0.1226,0.1501,13277789091,,False,,,0.8571
378,BSBR,7,6,0.8571,0.0598,0.1133,0.1593,50150593689,,False,,,0.8571
379,CNX,7,6,0.8571,0.0777,0.1141,0.1593,5780147702,CRUDE PETROLEUM & NATURAL GAS,False,,,0.8571
380,CSIQ,7,6,0.8571,0.219,0.4492,0.5037,1298591849,,False,,,0.8571
381,CTRI,7,6,0.8571,0.1537,0.1935,0.2314,3087956759,NATURAL GAS TRANSMISSION & DISTRIBUTION,False,,,0.8571
382,DLTR,7,6,0.8571,0.0832,0.16,0.2117,25067432753,Consumer Discretionary,False,,,0.8571
383,DOCN,7,6,0.8571,0.12,0.2351,0.3408,6236104398,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",False,,,0.8571
384,ERAS,7,6,0.8571,0.1665,0.2375,0.8152,3715041660,PHARMACEUTICAL PREPARATIONS,False,,,0.8571
385,GLTO,7,6,0.8571,0.5241,0.9081,1.636,1754190896,PHARMACEUTICAL PREPARATIONS,False,,,0.8571
386,HSAI,7,6,0.8571,0.095,0.1605,0.2455,4046411933,,False,,,0.8571
387,MCY,7,6,0.8571,0.0637,0.1088,0.1672,5177174965,"FIRE, MARINE & CASUALTY INSURANCE",False,,,0.8571
388,MOD,7,6,0.8571,0.1023,0.2197,0.3181,11416304150,MOTOR VEHICLE PARTS & ACCESSORIES,False,,,0.8571
389,MP,7,6,0.8571,0.1296,0.4835,0.8926,10284684928,METAL MINING,False,,,0.8571
390,NTES,7,6,0.8571,0.0844,0.1596,0.2561,76370045033,,False,,,0.8571
391,RAPP,7,6,0.8571,0.2387,0.4691,0.6889,1331175584,PHARMACEUTICAL PREPARATIONS,False,,,0.8571
392,SEDG,7,6,0.8571,0.1243,0.2372,0.3224,2124695812,SEMICONDUCTORS & RELATED DEVICES,False,,,0.8571
393,SEI,7,6,0.8571,0.1755,0.2442,0.4194,2763679062,OIL & GAS FIELD MACHINERY & EQUIPMENT,False,,,0.8571
394,TD,7,6,0.8571,0.0536,0.1165,0.1972,159830312531,,False,,,0.8571
395,VIV,7,6,0.8571,0.0639,0.1287,0.206,25117465926,,False,,,0.8571
396,AEIS,6,5,0.8333,0.0769,0.1652,0.2736,11862274828,"ELECTRONIC COMPONENTS, NEC",False,,,0.8333
397,AMG,6,5,0.8333,0.0479,0.1215,0.194,9276632569,INVESTMENT ADVICE,False,,,0.8333
398,APGE,6,5,0.8333,0.0988,0.1946,0.2176,4630745121,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.8333
399,ATEC,6,5,0.8333,0.1162,0.1586,0.2617,1984630471,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,False,,,0.8333
400,ENS,6,5,0.8333,0.0989,0.1777,0.3211,6603766220,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",False,,,0.8333
401,BEAM,6,5,0.8333,0.1001,0.1364,0.2616,2833180436,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.8333
402,BELFB,6,5,0.8333,0.1082,0.2251,0.3106,2947885488,"ELECTRONIC COILS, TRANSFORMERS & OTHER INDUCTORS",False,,,0.8333
403,BILI,6,5,0.8333,0.0684,0.1279,0.2283,12471244720,,False,,,0.8333
404,BKV,6,5,0.8333,0.0401,0.1223,0.1779,3124890304,CRUDE PETROLEUM & NATURAL GAS,False,,,0.8333
405,BTE,6,5,0.8333,0.0467,0.1367,0.2152,2666060010,,False,,,0.8333
406,CELH,6,5,0.8333,0.1908,0.2491,0.34,11517847069,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,False,,,0.8333
407,DAR,6,5,0.8333,0.0618,0.1013,0.2386,8061162738,FATS & OILS,False,,,0.8333
408,CRK,6,5,0.8333,0.1089,0.2487,0.3728,5573902410,CRUDE PETROLEUM & NATURAL GAS,False,,,0.8333
409,DBRG,6,5,0.8333,0.0618,0.1732,0.2052,2817248032,INVESTMENT ADVICE,False,,,0.8333
410,DDOG,6,5,0.8333,0.1604,0.2525,0.2525,43903977774,Software,False,,,0.8333
411,DELL,6,5,0.8333,0.0728,0.1588,0.204,77859401691,Technology,False,,,0.8333
412,EFXT,6,5,0.8333,0.0577,0.1959,0.3181,2308143712,,False,,,0.8333
413,EWTX,6,5,0.8333,0.1064,0.3147,0.488,3177111704,PHARMACEUTICAL PREPARATIONS,False,,,0.8333
414,GSL,6,5,0.8333,0.0646,0.0986,0.1593,1364650373,,False,,,0.8333
415,NKTR,6,5,0.8333,0.5227,1.0831,1.2796,1995779161,PHARMACEUTICAL PREPARATIONS,False,,,0.8333
416,GMAB,6,5,0.8333,0.0725,0.1631,0.2257,18498271892,,False,,,0.8333
417,INTR,6,5,0.8333,0.1154,0.2106,0.2474,3852738117,,False,,,0.8333
418,IPX,6,5,0.8333,0.1299,0.3128,0.4373,1370514921,,False,,,0.8333
419,ITUB,6,5,0.8333,0.0743,0.1171,0.1634,101003493437,,False,,,0.8333
420,LUMN,6,5,0.8333,0.0821,0.2585,0.4385,8605150978,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),False,,,0.8333
421,KNSA,6,5,0.8333,0.0526,0.1648,0.2032,3438853585,PHARMACEUTICAL PREPARATIONS,False,,,0.8333
422,MLTX,6,5,0.8333,0.1258,0.2738,0.3609,1117263513,PHARMACEUTICAL PREPARATIONS,False,,,0.8333
423,NAMS,6,5,0.8333,0.146,0.2901,0.4145,3926723542,PHARMACEUTICAL PREPARATIONS,False,,,0.8333
424,NVMI,6,5,0.8333,0.097,0.1562,0.2502,13158577424,,False,,,0.8333
425,PFSI,6,5,0.8333,0.0633,0.0822,0.2011,4790164445,MORTGAGE BANKERS & LOAN CORRESPONDENTS,False,,,0.8333
426,PAY,6,5,0.8333,0.2126,0.3442,0.3442,2897398511,"SERVICES-BUSINESS SERVICES, NEC",False,,,0.8333
427,PHM,6,5,0.8333,0.0933,0.162,0.178,27391701791,Consumer Discretionary,False,,,0.8333
428,PTCT,6,5,0.8333,0.1314,0.2378,0.3263,5576022782,PHARMACEUTICAL PREPARATIONS,False,,,0.8333
429,PTGX,6,5,0.8333,0.2195,0.2944,0.4139,5094401622,PHARMACEUTICAL PREPARATIONS,False,,,0.8333
430,RAPT,6,5,0.8333,0.4307,0.7087,1.0977,1671604677,PHARMACEUTICAL PREPARATIONS,False,,,0.8333
431,RUN,6,5,0.8333,0.3106,0.518,0.5807,4429678458,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",False,,,0.8333
432,RYAAY,6,5,0.8333,0.0633,0.1087,0.1922,34335680126,,False,,,0.8333
433,SHOO,6,5,0.8333,0.0864,0.1855,0.2639,2847464551,"FOOTWEAR, (NO RUBBER)",False,,,0.8333
434,SHOP,6,5,0.8333,0.1594,0.1746,0.2967,146973351849,Software,False,,,0.8333
435,SMMT,6,5,0.8333,0.5688,0.5733,0.5733,11136860368,PHARMACEUTICAL PREPARATIONS,False,,,0.8333
436,SMTC,6,5,0.8333,0.0926,0.1794,0.3144,8061627065,SEMICONDUCTORS & RELATED DEVICES,False,,,0.8333
437,TLN,6,5,0.8333,0.1756,0.3535,0.4816,17210604807,ELECTRIC SERVICES,False,,,0.8333
438,TME,6,5,0.8333,0.1127,0.1928,0.2651,24423544340,,False,,,0.8333
439,STRL,6,5,0.8333,0.1605,0.3667,0.4555,13448019918,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,False,,,0.8333
440,VIR,6,5,0.8333,0.0691,0.1148,0.1709,1039263989,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.8333
441,WGS,6,5,0.8333,0.1808,0.2921,0.3584,2605748788,SERVICES-HEALTH SERVICES,False,,,0.8333
442,EME,5,4,0.8,0.1356,0.2086,0.2675,35849399208,ELECTRICAL WORK,False,,,0.8
443,ALMS,5,4,0.8,0.4957,1.0617,1.7851,3309296565,PHARMACEUTICAL PREPARATIONS,False,,,0.8
444,AMPX,5,4,0.8,0.404,0.8856,0.9475,1300923864,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",False,,,0.8
445,ANF,5,4,0.8,0.076,0.1427,0.1637,4296852997,RETAIL-FAMILY CLOTHING STORES,False,,,0.8
446,APA,5,4,0.8,0.0928,0.1328,0.1928,9902365487,Energy,False,,,0.8
447,APG,5,4,0.8,0.0565,0.1249,0.207,19146398166,SERVICES-TO DWELLINGS & OTHER BUILDINGS,False,,,0.8
448,ATI,5,4,0.8,0.1274,0.2229,0.3312,19554856727,STEEL PIPE & TUBES,False,,,0.8
449,AUPH,5,4,0.8,0.1789,0.2823,0.2916,1876091154,PHARMACEUTICAL PREPARATIONS,False,,,0.8
450,BB,5,4,0.8,0.1123,0.1512,0.1512,2041910523,SERVICES-PREPACKAGED SOFTWARE,False,,,0.8
451,BEPC,5,4,0.8,0.0556,0.0872,0.134,7873874125,,False,,,0.8
452,ENSG,5,4,0.8,0.0657,0.1071,0.1457,12397780485,SERVICES-SKILLED NURSING CARE FACILITIES,False,,,0.8
453,BG,5,4,0.8,0.0316,0.0605,0.1154,23692529088,Consumer Staples,False,,,0.8
454,BHC,5,4,0.8,0.1227,0.138,0.1976,2219396386,PHARMACEUTICAL PREPARATIONS,False,,,0.8
455,BHVN,5,4,0.8,0.0492,0.0643,0.124,1507341235,PHARMACEUTICAL PREPARATIONS,False,,,0.8
456,ENTG,5,4,0.8,0.0752,0.1129,0.1416,19964217000,"PLASTICS PRODUCTS, NEC",False,,,0.8
457,BLBD,5,4,0.8,0.0882,0.1984,0.2811,1819377636,TRUCK & BUS BODIES,False,,,0.8
458,CMRE,5,4,0.8,0.0735,0.1722,0.2336,2040040054,,False,,,0.8
459,ENVA,5,4,0.8,0.0974,0.157,0.274,3685591464,PERSONAL CREDIT INSTITUTIONS,False,,,0.8
460,CALX,5,4,0.8,0.1477,0.2204,0.3067,3533861540,"COMMUNICATIONS SERVICES, NEC",False,,,0.8
461,CGAU,5,4,0.8,0.0776,0.1905,0.2511,3803334735,,False,,,0.8
462,CIFR,5,4,0.8,0.5483,0.8222,1.5174,6487411526,FINANCE SERVICES,False,,,0.8
463,COHU,5,4,0.8,0.0618,0.1274,0.1939,1428794080,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,False,,,0.8
464,COLL,5,4,0.8,0.0735,0.1295,0.1811,1447466591,PHARMACEUTICAL PREPARATIONS,False,,,0.8
465,CRL,5,4,0.8,0.0887,0.1076,0.1628,7940916245,Health Care,False,,,0.8
466,CSTM,5,4,0.8,0.0768,0.1369,0.2365,3209403432,SECONDARY SMELTING & REFINING OF NONFERROUS METALS,False,,,0.8
467,DAVE,5,4,0.8,0.3246,0.4175,0.4853,2394003656,FINANCE SERVICES,False,,,0.8
468,DGII,5,4,0.8,0.0781,0.1121,0.247,1815114581,COMPUTER COMMUNICATIONS EQUIPMENT,False,,,0.8
469,DY,5,4,0.8,0.1928,0.3934,0.481,12810344457,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",False,,,0.8
